"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:1990138","neuron projection extension","3/114","134/18842",0.0223880597014925,3.70031421838177,2.44743812993594,0.0478313199923194,0.970001522198521,0.970001522198521,"NEDD4L/EDN1/JUP",3
"GO:0014032","neural crest cell development","2/114","58/18842",0.0344827586206897,5.69933454325469,2.79650126704076,0.0481601134278166,0.970001522198521,0.970001522198521,"EDN1/SEMA4G",2
"GO:0070542","response to fatty acid","2/114","58/18842",0.0344827586206897,5.69933454325469,2.79650126704076,0.0481601134278166,0.970001522198521,0.970001522198521,"EDN1/ILDR1",2
"GO:0050878","regulation of body fluid levels","5/114","327/18842",0.0152905198776758,2.52722785557165,2.17357462292127,0.0486323254672768,0.970001522198521,0.970001522198521,"EDN1/SCNN1A/HNF4A/DDR1/PRRG2",5
"GO:0006805","xenobiotic metabolic process","3/114","135/18842",0.0222222222222222,3.6729044834308,2.4316829556337,0.04871005562694,0.970001522198521,0.970001522198521,"HNF4A/CES3/ALDH3A1",3
"GO:0030518","nuclear receptor-mediated steroid hormone signaling pathway","3/114","135/18842",0.0222222222222222,3.6729044834308,2.4316829556337,0.04871005562694,0.970001522198521,0.970001522198521,"FOXA1/PADI2/VDR",3
"GO:0035051","cardiocyte differentiation","3/114","135/18842",0.0222222222222222,3.6729044834308,2.4316829556337,0.04871005562694,0.970001522198521,0.970001522198521,"EDN1/SIRT6/MIR200B",3
"GO:0043401","steroid hormone receptor signaling pathway","3/114","135/18842",0.0222222222222222,3.6729044834308,2.4316829556337,0.04871005562694,0.970001522198521,0.970001522198521,"FOXA1/PADI2/VDR",3
"GO:0021675","nerve development","2/114","59/18842",0.0338983050847458,5.60273565269105,2.76260160381936,0.0496575847153034,0.970001522198521,0.970001522198521,"EDN1/ERBB3",2
"GO:0060420","regulation of heart growth","2/114","59/18842",0.0338983050847458,5.60273565269105,2.76260160381936,0.0496575847153034,0.970001522198521,0.970001522198521,"EDN1/MIR200B",2
"GO:0097009","energy homeostasis","2/114","59/18842",0.0338983050847458,5.60273565269105,2.76260160381936,0.0496575847153034,0.970001522198521,0.970001522198521,"BCAT2/WNK4",2
"GO:0007160","cell-matrix adhesion","4/114","229/18842",0.0174672489082969,2.88699915728185,2.24150627410242,0.0504691417676494,0.970001522198521,0.970001522198521,"DMTN/JUP/DDR1/ACER2",4
"GO:0007219","Notch signaling pathway","3/114","137/18842",0.0218978102189781,3.61928543987706,2.40061743650452,0.0504912638810045,0.970001522198521,0.970001522198521,"NRARP/NEURL1B/HES5",3
"GO:0046887","positive regulation of hormone secretion","3/114","137/18842",0.0218978102189781,3.61928543987706,2.40061743650452,0.0504912638810045,0.970001522198521,0.970001522198521,"EDN1/SIRT6/ILDR1",3
"GO:0019216","regulation of lipid metabolic process","5/114","331/18842",0.0151057401812689,2.49668733767955,2.1433290043102,0.0507485811476563,0.970001522198521,0.970001522198521,"EDN1/SIRT6/HNF4A/PAK4/CLCN2",5
"GO:0034113","heterotypic cell-cell adhesion","2/114","60/18842",0.0333333333333333,5.5093567251462,2.72946795524731,0.0511717913420874,0.970001522198521,0.970001522198521,"KLF4/JUP",2
"GO:0070301","cellular response to hydrogen peroxide","2/114","60/18842",0.0333333333333333,5.5093567251462,2.72946795524731,0.0511717913420874,0.970001522198521,0.970001522198521,"EDN1/KLF4",2
"GO:0071384","cellular response to corticosteroid stimulus","2/114","60/18842",0.0333333333333333,5.5093567251462,2.72946795524731,0.0511717913420874,0.970001522198521,0.970001522198521,"EDN1/SCNN1A",2
"GO:0080164","regulation of nitric oxide metabolic process","2/114","60/18842",0.0333333333333333,5.5093567251462,2.72946795524731,0.0511717913420874,0.970001522198521,0.970001522198521,"EDN1/KLF4",2
"GO:0030048","actin filament-based movement","3/114","138/18842",0.0217391304347826,3.593058733791,2.38530187862237,0.0513936803916312,0.970001522198521,0.970001522198521,"NEDD4L/JUP/MYO1D",3
"GO:0034614","cellular response to reactive oxygen species","3/114","138/18842",0.0217391304347826,3.593058733791,2.38530187862237,0.0513936803916312,0.970001522198521,0.970001522198521,"GPR37L1/EDN1/KLF4",3
"GO:0030856","regulation of epithelial cell differentiation","3/114","139/18842",0.0215827338129496,3.56720939038243,2.3701277545367,0.0523039335323275,0.970001522198521,0.970001522198521,"KDF1/ESRP1/VDR",3
"GO:0070201","regulation of establishment of protein localization","6/114","443/18842",0.0135440180586907,2.23856480931448,2.05817448498611,0.0524345297163901,0.970001522198521,0.970001522198521,"DMTN/SIRT6/SYT7/JUP/HNF4A/ERBB2",6
"GO:0016331","morphogenesis of embryonic epithelium","2/114","61/18842",0.0327868852459016,5.41903940178315,2.69706948369578,0.052702479995778,0.970001522198521,0.970001522198521,"KDF1/HES5",2
"GO:0010594","regulation of endothelial cell migration","4/114","234/18842",0.0170940170940171,2.82531114110061,2.19206629638105,0.0538320872931296,0.970001522198521,0.970001522198521,"EDN1/KLF4/JUP/MIR200B",4
"GO:0042063","gliogenesis","4/114","234/18842",0.0170940170940171,2.82531114110061,2.19206629638105,0.0538320872931296,0.970001522198521,0.970001522198521,"ERBB3/CLCN2/HES5/ERBB2",4
"GO:0098656","monoatomic anion transmembrane transport","3/114","141/18842",0.0212765957446809,3.51661067562523,2.34019407745806,0.0541478317251594,0.970001522198521,0.970001522198521,"TMC4/CLCN2/CLDN4",3
"GO:0098659","inorganic cation import across plasma membrane","3/114","141/18842",0.0212765957446809,3.51661067562523,2.34019407745806,0.0541478317251594,0.970001522198521,0.970001522198521,"NEDD4L/SCNN1A/SLC9A2",3
"GO:0099587","inorganic ion import across plasma membrane","3/114","141/18842",0.0212765957446809,3.51661067562523,2.34019407745806,0.0541478317251594,0.970001522198521,0.970001522198521,"NEDD4L/SCNN1A/SLC9A2",3
"GO:0046456","icosanoid biosynthetic process","2/114","62/18842",0.032258064516129,5.33163554046406,2.6653770827088,0.054249399768439,0.970001522198521,0.970001522198521,"GGT6/EDN1",2
"GO:0048864","stem cell development","2/114","62/18842",0.032258064516129,5.33163554046406,2.6653770827088,0.054249399768439,0.970001522198521,0.970001522198521,"EDN1/SEMA4G",2
"GO:0086002","cardiac muscle cell action potential involved in contraction","2/114","62/18842",0.032258064516129,5.33163554046406,2.6653770827088,0.054249399768439,0.970001522198521,0.970001522198521,"NEDD4L/JUP",2
"GO:0006869","lipid transport","6/114","447/18842",0.0134228187919463,2.21853290945484,2.03422893968508,0.0543172755139273,0.970001522198521,0.970001522198521,"EDN1/SERINC2/SYT7/STARD10/SLC44A4/WNK4",6
"GO:0030177","positive regulation of Wnt signaling pathway","3/114","142/18842",0.0211267605633803,3.49184581171238,2.32542980735225,0.0550814165321719,0.970001522198521,0.970001522198521,"NRARP/WNK2/JUP",3
"GO:0031960","response to corticosteroid","3/114","142/18842",0.0211267605633803,3.49184581171238,2.32542980735225,0.0550814165321719,0.970001522198521,0.970001522198521,"EDN1/SCNN1A/HSD11B2",3
"GO:0048732","gland development","4/114","236/18842",0.0169491525423729,2.80136782634552,2.17265412758972,0.0552107172954512,0.970001522198521,0.970001522198521,"EDN1/DDR1/IHH/LSR",4
"GO:0070059","intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress","2/114","63/18842",0.0317460317460317,5.24700640490114,2.63436325351813,0.0558123021371903,0.970001522198521,0.970001522198521,"RNF186/ERN2",2
"GO:1901379","regulation of potassium ion transmembrane transport","2/114","63/18842",0.0317460317460317,5.24700640490114,2.63436325351813,0.0558123021371903,0.970001522198521,0.970001522198521,"NEDD4L/WNK4",2
"GO:0001501","skeletal system development","5/114","341/18842",0.0146627565982405,2.42347070021094,2.06960192840359,0.0562737878048788,0.970001522198521,0.970001522198521,"RFLNA/FGFR3/IHH/HOXB9/HES5",5
"GO:0048762","mesenchymal cell differentiation","4/114","238/18842",0.0168067226890756,2.77782692024178,2.15344354794361,0.0566084029539108,0.970001522198521,0.970001522198521,"EDN1/SEMA4G/CRB2/FOXA1",4
"GO:0010812","negative regulation of cell-substrate adhesion","2/114","64/18842",0.03125,5.16502192982456,2.60400199217556,0.0573909409449537,0.970001522198521,0.970001522198521,"DMTN/ACER2",2
"GO:0050994","regulation of lipid catabolic process","2/114","64/18842",0.03125,5.16502192982456,2.60400199217556,0.0573909409449537,0.970001522198521,0.970001522198521,"SIRT6/PAK4",2
"GO:0060993","kidney morphogenesis","2/114","64/18842",0.03125,5.16502192982456,2.60400199217556,0.0573909409449537,0.970001522198521,0.970001522198521,"HES5/WNK4",2
"GO:2000630","positive regulation of miRNA metabolic process","2/114","64/18842",0.03125,5.16502192982456,2.60400199217556,0.0573909409449537,0.970001522198521,0.970001522198521,"KLF4/FOXA1",2
"GO:0001702","gastrulation with mouth forming second","1/114","10/18842",0.1,16.5280701754386,3.83202172378276,0.0588958327752951,0.970001522198521,0.970001522198521,"CRB2",1
"GO:0001821","histamine secretion","1/114","10/18842",0.1,16.5280701754386,3.83202172378276,0.0588958327752951,0.970001522198521,0.970001522198521,"EDN1",1
"GO:0002093","auditory receptor cell morphogenesis","1/114","10/18842",0.1,16.5280701754386,3.83202172378276,0.0588958327752951,0.970001522198521,0.970001522198521,"TPRN",1
"GO:0007175","negative regulation of epidermal growth factor-activated receptor activity","1/114","10/18842",0.1,16.5280701754386,3.83202172378276,0.0588958327752951,0.970001522198521,0.970001522198521,"GPRC5A",1
"GO:0031509","subtelomeric heterochromatin formation","1/114","10/18842",0.1,16.5280701754386,3.83202172378276,0.0588958327752951,0.970001522198521,0.970001522198521,"SIRT6",1
"GO:0033148","positive regulation of intracellular estrogen receptor signaling pathway","1/114","10/18842",0.1,16.5280701754386,3.83202172378276,0.0588958327752951,0.970001522198521,0.970001522198521,"FOXA1",1
"GO:0034115","negative regulation of heterotypic cell-cell adhesion","1/114","10/18842",0.1,16.5280701754386,3.83202172378276,0.0588958327752951,0.970001522198521,0.970001522198521,"KLF4",1
"GO:0038065","collagen-activated signaling pathway","1/114","10/18842",0.1,16.5280701754386,3.83202172378276,0.0588958327752951,0.970001522198521,0.970001522198521,"DDR1",1
"GO:0038130","ERBB4 signaling pathway","1/114","10/18842",0.1,16.5280701754386,3.83202172378276,0.0588958327752951,0.970001522198521,0.970001522198521,"ERBB2",1
"GO:0046940","nucleoside monophosphate phosphorylation","1/114","10/18842",0.1,16.5280701754386,3.83202172378276,0.0588958327752951,0.970001522198521,0.970001522198521,"AK1",1
"GO:0048840","otolith development","1/114","10/18842",0.1,16.5280701754386,3.83202172378276,0.0588958327752951,0.970001522198521,0.970001522198521,"SLC44A4",1
"GO:0060075","regulation of resting membrane potential","1/114","10/18842",0.1,16.5280701754386,3.83202172378276,0.0588958327752951,0.970001522198521,0.970001522198521,"CLCN2",1
"GO:0061307","cardiac neural crest cell differentiation involved in heart development","1/114","10/18842",0.1,16.5280701754386,3.83202172378276,0.0588958327752951,0.970001522198521,0.970001522198521,"EDN1",1
"GO:0061308","cardiac neural crest cell development involved in heart development","1/114","10/18842",0.1,16.5280701754386,3.83202172378276,0.0588958327752951,0.970001522198521,0.970001522198521,"EDN1",1
"GO:0061309","cardiac neural crest cell development involved in outflow tract morphogenesis","1/114","10/18842",0.1,16.5280701754386,3.83202172378276,0.0588958327752951,0.970001522198521,0.970001522198521,"EDN1",1
"GO:0070100","negative regulation of chemokine-mediated signaling pathway","1/114","10/18842",0.1,16.5280701754386,3.83202172378276,0.0588958327752951,0.970001522198521,0.970001522198521,"PADI2",1
"GO:0070561","vitamin D receptor signaling pathway","1/114","10/18842",0.1,16.5280701754386,3.83202172378276,0.0588958327752951,0.970001522198521,0.970001522198521,"VDR",1
"GO:0070586","cell-cell adhesion involved in gastrulation","1/114","10/18842",0.1,16.5280701754386,3.83202172378276,0.0588958327752951,0.970001522198521,0.970001522198521,"KLF4",1
"GO:0070587","regulation of cell-cell adhesion involved in gastrulation","1/114","10/18842",0.1,16.5280701754386,3.83202172378276,0.0588958327752951,0.970001522198521,0.970001522198521,"KLF4",1
"GO:0071372","cellular response to follicle-stimulating hormone stimulus","1/114","10/18842",0.1,16.5280701754386,3.83202172378276,0.0588958327752951,0.970001522198521,0.970001522198521,"EDN1",1
"GO:1901750","leukotriene D4 biosynthetic process","1/114","10/18842",0.1,16.5280701754386,3.83202172378276,0.0588958327752951,0.970001522198521,0.970001522198521,"GGT6",1
"GO:1905456","regulation of lymphoid progenitor cell differentiation","1/114","10/18842",0.1,16.5280701754386,3.83202172378276,0.0588958327752951,0.970001522198521,0.970001522198521,"HES5",1
"GO:1990859","cellular response to endothelin","1/114","10/18842",0.1,16.5280701754386,3.83202172378276,0.0588958327752951,0.970001522198521,0.970001522198521,"KLF4",1
"GO:2000726","negative regulation of cardiac muscle cell differentiation","1/114","10/18842",0.1,16.5280701754386,3.83202172378276,0.0588958327752951,0.970001522198521,0.970001522198521,"MIR200B",1
"GO:0030858","positive regulation of epithelial cell differentiation","2/114","65/18842",0.0307692307692308,5.08556005398111,2.57426868623951,0.0589850723813404,0.970001522198521,0.970001522198521,"KDF1/VDR",2
"GO:0048640","negative regulation of developmental growth","2/114","66/18842",0.0303030303030303,5.00850611376927,2.54514002007338,0.0605944549636804,0.970001522198521,0.970001522198521,"FGFR3/MIR200B",2
"GO:1903670","regulation of sprouting angiogenesis","2/114","66/18842",0.0303030303030303,5.00850611376927,2.54514002007338,0.0605944549636804,0.970001522198521,0.970001522198521,"KLF4/E2F2",2
"GO:0042129","regulation of T cell proliferation","3/114","148/18842",0.0202702702702703,3.35028449502134,2.23954026015873,0.0608438520277888,0.970001522198521,0.970001522198521,"LGALS9C/IHH/LGALS9B",3
"GO:0050796","regulation of insulin secretion","3/114","149/18842",0.0201342281879195,3.32779936418227,2.22565516176796,0.061830776028354,0.970001522198521,0.970001522198521,"SIRT6/SYT7/HNF4A",3
"GO:0051250","negative regulation of lymphocyte activation","3/114","149/18842",0.0201342281879195,3.32779936418227,2.22565516176796,0.061830776028354,0.970001522198521,0.970001522198521,"LGALS9C/IHH/LGALS9B",3
"GO:0072089","stem cell proliferation","2/114","68/18842",0.0294117647058824,4.86119711042312,2.48860931400288,0.063858019161292,0.970001522198521,0.970001522198521,"KDF1/SIRT6",2
"GO:0001958","endochondral ossification","1/114","11/18842",0.0909090909090909,15.0255183413078,3.63025616357569,0.0645928312387408,0.970001522198521,0.970001522198521,"FGFR3",1
"GO:0002934","desmosome organization","1/114","11/18842",0.0909090909090909,15.0255183413078,3.63025616357569,0.0645928312387408,0.970001522198521,0.970001522198521,"JUP",1
"GO:0006521","regulation of amino acid metabolic process","1/114","11/18842",0.0909090909090909,15.0255183413078,3.63025616357569,0.0645928312387408,0.970001522198521,0.970001522198521,"HNF4A",1
"GO:0007379","segment specification","1/114","11/18842",0.0909090909090909,15.0255183413078,3.63025616357569,0.0645928312387408,0.970001522198521,0.970001522198521,"HES5",1
"GO:0007567","parturition","1/114","11/18842",0.0909090909090909,15.0255183413078,3.63025616357569,0.0645928312387408,0.970001522198521,0.970001522198521,"EDN1",1
"GO:0009188","ribonucleoside diphosphate biosynthetic process","1/114","11/18842",0.0909090909090909,15.0255183413078,3.63025616357569,0.0645928312387408,0.970001522198521,0.970001522198521,"AK1",1
"GO:0010466","negative regulation of peptidase activity","1/114","11/18842",0.0909090909090909,15.0255183413078,3.63025616357569,0.0645928312387408,0.970001522198521,0.970001522198521,"CRB2",1
"GO:0015824","proline transport","1/114","11/18842",0.0909090909090909,15.0255183413078,3.63025616357569,0.0645928312387408,0.970001522198521,0.970001522198521,"SLC6A7",1
"GO:0032310","prostaglandin secretion","1/114","11/18842",0.0909090909090909,15.0255183413078,3.63025616357569,0.0645928312387408,0.970001522198521,0.970001522198521,"EDN1",1
"GO:0032342","aldosterone biosynthetic process","1/114","11/18842",0.0909090909090909,15.0255183413078,3.63025616357569,0.0645928312387408,0.970001522198521,0.970001522198521,"CLCN2",1
"GO:0033079","immature T cell proliferation","1/114","11/18842",0.0909090909090909,15.0255183413078,3.63025616357569,0.0645928312387408,0.970001522198521,0.970001522198521,"IHH",1
"GO:0035519","protein K29-linked ubiquitination","1/114","11/18842",0.0909090909090909,15.0255183413078,3.63025616357569,0.0645928312387408,0.970001522198521,0.970001522198521,"RNF186",1
"GO:0035524","proline transmembrane transport","1/114","11/18842",0.0909090909090909,15.0255183413078,3.63025616357569,0.0645928312387408,0.970001522198521,0.970001522198521,"SLC6A7",1
"GO:0036075","replacement ossification","1/114","11/18842",0.0909090909090909,15.0255183413078,3.63025616357569,0.0645928312387408,0.970001522198521,0.970001522198521,"FGFR3",1
"GO:0038083","peptidyl-tyrosine autophosphorylation","1/114","11/18842",0.0909090909090909,15.0255183413078,3.63025616357569,0.0645928312387408,0.970001522198521,0.970001522198521,"DDR1",1
"GO:0055064","chloride ion homeostasis","1/114","11/18842",0.0909090909090909,15.0255183413078,3.63025616357569,0.0645928312387408,0.970001522198521,0.970001522198521,"WNK4",1
"GO:0060044","negative regulation of cardiac muscle cell proliferation","1/114","11/18842",0.0909090909090909,15.0255183413078,3.63025616357569,0.0645928312387408,0.970001522198521,0.970001522198521,"MIR200B",1
"GO:0071476","cellular hypotonic response","1/114","11/18842",0.0909090909090909,15.0255183413078,3.63025616357569,0.0645928312387408,0.970001522198521,0.970001522198521,"CLCN2",1
"GO:0097264","self proteolysis","1/114","11/18842",0.0909090909090909,15.0255183413078,3.63025616357569,0.0645928312387408,0.970001522198521,0.970001522198521,"IHH",1
"GO:0120182","regulation of focal adhesion disassembly","1/114","11/18842",0.0909090909090909,15.0255183413078,3.63025616357569,0.0645928312387408,0.970001522198521,0.970001522198521,"PAK4",1
"GO:0120186","negative regulation of protein localization to chromatin","1/114","11/18842",0.0909090909090909,15.0255183413078,3.63025616357569,0.0645928312387408,0.970001522198521,0.970001522198521,"SIRT6",1
"GO:1902306","negative regulation of sodium ion transmembrane transport","1/114","11/18842",0.0909090909090909,15.0255183413078,3.63025616357569,0.0645928312387408,0.970001522198521,0.970001522198521,"NEDD4L",1
"GO:1990839","response to endothelin","1/114","11/18842",0.0909090909090909,15.0255183413078,3.63025616357569,0.0645928312387408,0.970001522198521,0.970001522198521,"KLF4",1
"GO:2000009","negative regulation of protein localization to cell surface","1/114","11/18842",0.0909090909090909,15.0255183413078,3.63025616357569,0.0645928312387408,0.970001522198521,0.970001522198521,"NEDD4L",1
"GO:2001280","positive regulation of unsaturated fatty acid biosynthetic process","1/114","11/18842",0.0909090909090909,15.0255183413078,3.63025616357569,0.0645928312387408,0.970001522198521,0.970001522198521,"EDN1",1
"GO:0010876","lipid localization","6/114","468/18842",0.0128205128205128,2.11898335582546,1.91250860271973,0.0648727870041235,0.970001522198521,0.970001522198521,"EDN1/SERINC2/SYT7/STARD10/SLC44A4/WNK4",6
"GO:0046620","regulation of organ growth","2/114","69/18842",0.0289855072463768,4.790744978388,2.46116637900634,0.0655117292810416,0.970001522198521,0.970001522198521,"EDN1/MIR200B",2
"GO:0090596","sensory organ morphogenesis","3/114","153/18842",0.0196078431372549,3.24079807361541,2.17127137045105,0.0658530001444935,0.970001522198521,0.970001522198521,"TPRN/CRB2/SLC44A4",3
"GO:0045017","glycerolipid biosynthetic process","4/114","251/18842",0.0159362549800797,2.6339554064444,2.03322005647579,0.0661543836269514,0.970001522198521,0.970001522198521,"PIGZ/STARD10/SLC44A4/PGAP3",4
"GO:0008277","regulation of G protein-coupled receptor signaling pathway","3/114","154/18842",0.0194805194805195,3.21975393028025,2.15795548379447,0.0668770133090827,0.970001522198521,0.970001522198521,"EDN1/MGLL/PADI2",3
"GO:0016525","negative regulation of angiogenesis","3/114","154/18842",0.0194805194805195,3.21975393028025,2.15795548379447,0.0668770133090827,0.970001522198521,0.970001522198521,"KLF4/E2F2/MIR200B",3
"GO:0006809","nitric oxide biosynthetic process","2/114","70/18842",0.0285714285714286,4.72230576441103,2.4342461523173,0.0671797475187332,0.970001522198521,0.970001522198521,"EDN1/KLF4",2
"GO:0014033","neural crest cell differentiation","2/114","70/18842",0.0285714285714286,4.72230576441103,2.4342461523173,0.0671797475187332,0.970001522198521,0.970001522198521,"EDN1/SEMA4G",2
"GO:0032272","negative regulation of protein polymerization","2/114","70/18842",0.0285714285714286,4.72230576441103,2.4342461523173,0.0671797475187332,0.970001522198521,0.970001522198521,"DMTN/KANK4",2
"GO:0055017","cardiac muscle tissue growth","2/114","70/18842",0.0285714285714286,4.72230576441103,2.4342461523173,0.0671797475187332,0.970001522198521,0.970001522198521,"EDN1/MIR200B",2
"GO:2000514","regulation of CD4-positive, alpha-beta T cell activation","2/114","70/18842",0.0285714285714286,4.72230576441103,2.4342461523173,0.0671797475187332,0.970001522198521,0.970001522198521,"LGALS9C/LGALS9B",2
"GO:0032206","positive regulation of telomere maintenance","2/114","71/18842",0.028169014084507,4.65579441561651,2.40783062952475,0.0688618437506118,0.970001522198521,0.970001522198521,"KLF4/SIRT6",2
"GO:0061045","negative regulation of wound healing","2/114","71/18842",0.028169014084507,4.65579441561651,2.40783062952475,0.0688618437506118,0.970001522198521,0.970001522198521,"EDN1/MIR200B",2
"GO:2000736","regulation of stem cell differentiation","2/114","71/18842",0.028169014084507,4.65579441561651,2.40783062952475,0.0688618437506118,0.970001522198521,0.970001522198521,"SIRT6/HES5",2
"GO:2000181","negative regulation of blood vessel morphogenesis","3/114","156/18842",0.0192307692307692,3.17847503373819,2.13164762254189,0.0689469380177817,0.970001522198521,0.970001522198521,"KLF4/E2F2/MIR200B",3
"GO:0010563","negative regulation of phosphorus metabolic process","3/114","157/18842",0.0191082802547771,3.15822996982903,2.11865232610224,0.069992776620801,0.970001522198521,0.970001522198521,"DMTN/GPRC5A/SIRT6",3
"GO:0043535","regulation of blood vessel endothelial cell migration","3/114","157/18842",0.0191082802547771,3.15822996982903,2.11865232610224,0.069992776620801,0.970001522198521,0.970001522198521,"KLF4/JUP/MIR200B",3
"GO:0045936","negative regulation of phosphate metabolic process","3/114","157/18842",0.0191082802547771,3.15822996982903,2.11865232610224,0.069992776620801,0.970001522198521,0.970001522198521,"DMTN/GPRC5A/SIRT6",3
"GO:0002357","defense response to tumor cell","1/114","12/18842",0.0833333333333333,13.7733918128655,3.45326889760626,0.0702556434759444,0.970001522198521,0.970001522198521,"KLF4",1
"GO:0006705","mineralocorticoid biosynthetic process","1/114","12/18842",0.0833333333333333,13.7733918128655,3.45326889760626,0.0702556434759444,0.970001522198521,0.970001522198521,"CLCN2",1
"GO:0030011","maintenance of cell polarity","1/114","12/18842",0.0833333333333333,13.7733918128655,3.45326889760626,0.0702556434759444,0.970001522198521,0.970001522198521,"CRB2",1
"GO:0030878","thyroid gland development","1/114","12/18842",0.0833333333333333,13.7733918128655,3.45326889760626,0.0702556434759444,0.970001522198521,0.970001522198521,"EDN1",1
"GO:0032341","aldosterone metabolic process","1/114","12/18842",0.0833333333333333,13.7733918128655,3.45326889760626,0.0702556434759444,0.970001522198521,0.970001522198521,"CLCN2",1
"GO:0035630","bone mineralization involved in bone maturation","1/114","12/18842",0.0833333333333333,13.7733918128655,3.45326889760626,0.0702556434759444,0.970001522198521,0.970001522198521,"RFLNA",1
"GO:0042045","epithelial fluid transport","1/114","12/18842",0.0833333333333333,13.7733918128655,3.45326889760626,0.0702556434759444,0.970001522198521,0.970001522198521,"EDN1",1
"GO:0048012","hepatocyte growth factor receptor signaling pathway","1/114","12/18842",0.0833333333333333,13.7733918128655,3.45326889760626,0.0702556434759444,0.970001522198521,0.970001522198521,"MUC20",1
"GO:0048548","regulation of pinocytosis","1/114","12/18842",0.0833333333333333,13.7733918128655,3.45326889760626,0.0702556434759444,0.970001522198521,0.970001522198521,"PROM2",1
"GO:0061099","negative regulation of protein tyrosine kinase activity","1/114","12/18842",0.0833333333333333,13.7733918128655,3.45326889760626,0.0702556434759444,0.970001522198521,0.970001522198521,"GPRC5A",1
"GO:0072017","distal tubule development","1/114","12/18842",0.0833333333333333,13.7733918128655,3.45326889760626,0.0702556434759444,0.970001522198521,0.970001522198521,"WNK4",1
"GO:0072070","loop of Henle development","1/114","12/18842",0.0833333333333333,13.7733918128655,3.45326889760626,0.0702556434759444,0.970001522198521,0.970001522198521,"HES5",1
"GO:0086100","endothelin receptor signaling pathway","1/114","12/18842",0.0833333333333333,13.7733918128655,3.45326889760626,0.0702556434759444,0.970001522198521,0.970001522198521,"EDN1",1
"GO:0097150","neuronal stem cell population maintenance","1/114","12/18842",0.0833333333333333,13.7733918128655,3.45326889760626,0.0702556434759444,0.970001522198521,0.970001522198521,"HES5",1
"GO:0098911","regulation of ventricular cardiac muscle cell action potential","1/114","12/18842",0.0833333333333333,13.7733918128655,3.45326889760626,0.0702556434759444,0.970001522198521,0.970001522198521,"JUP",1
"GO:0120180","cell-substrate junction disassembly","1/114","12/18842",0.0833333333333333,13.7733918128655,3.45326889760626,0.0702556434759444,0.970001522198521,0.970001522198521,"PAK4",1
"GO:0120181","focal adhesion disassembly","1/114","12/18842",0.0833333333333333,13.7733918128655,3.45326889760626,0.0702556434759444,0.970001522198521,0.970001522198521,"PAK4",1
"GO:1905651","regulation of artery morphogenesis","1/114","12/18842",0.0833333333333333,13.7733918128655,3.45326889760626,0.0702556434759444,0.970001522198521,0.970001522198521,"EDN1",1
"GO:0022898","regulation of transmembrane transporter activity","2/114","72/18842",0.0277777777777778,4.5911306042885,2.38190267468759,0.0705577900697319,0.970001522198521,0.970001522198521,"EDN1/WNK2",2
"GO:0030500","regulation of bone mineralization","2/114","72/18842",0.0277777777777778,4.5911306042885,2.38190267468759,0.0705577900697319,0.970001522198521,0.970001522198521,"RFLNA/VDR",2
"GO:0048709","oligodendrocyte differentiation","2/114","72/18842",0.0277777777777778,4.5911306042885,2.38190267468759,0.0705577900697319,0.970001522198521,0.970001522198521,"CLCN2/HES5",2
"GO:1904062","regulation of monoatomic cation transmembrane transport","4/114","257/18842",0.0155642023346304,2.57246228411496,1.98026912655641,0.0708267316884594,0.970001522198521,0.970001522198521,"NEDD4L/EDN1/WNK2/WNK4",4
"GO:0030336","negative regulation of cell migration","5/114","365/18842",0.0136986301369863,2.26411920211488,1.90273116372066,0.0709002533786769,0.970001522198521,0.970001522198521,"KLF4/CLDN3/JUP/MIR200B/PADI2",5
"GO:0006820","monoatomic anion transport","3/114","158/18842",0.0189873417721519,3.13824117255163,2.1057606316604,0.071045816846395,0.970001522198521,0.970001522198521,"TMC4/CLCN2/CLDN4",3
"GO:1901343","negative regulation of vasculature development","3/114","158/18842",0.0189873417721519,3.13824117255163,2.1057606316604,0.071045816846395,0.970001522198521,0.970001522198521,"KLF4/E2F2/MIR200B",3
"GO:0051336","regulation of hydrolase activity","3/114","159/18842",0.0188679245283019,3.11850380668653,2.09297096742039,0.0721060213630024,0.970001522198521,0.970001522198521,"FGFR3/PROM2/CRB2",3
"GO:0022617","extracellular matrix disassembly","2/114","73/18842",0.0273972602739726,4.52823840422975,2.35644596695067,0.0722673607679499,0.970001522198521,0.970001522198521,"MMP15/DDR1",2
"GO:0150116","regulation of cell-substrate junction organization","2/114","73/18842",0.0273972602739726,4.52823840422975,2.35644596695067,0.0722673607679499,0.970001522198521,0.970001522198521,"DMTN/PAK4",2
"GO:0048660","regulation of smooth muscle cell proliferation","3/114","160/18842",0.01875,3.09901315789474,2.08028179545189,0.0731733525097502,0.970001522198521,0.970001522198521,"EDN1/KLF4/HES5",3
"GO:0001932","regulation of protein phosphorylation","5/114","369/18842",0.013550135501355,2.23957590453098,1.87618773986937,0.0735244372662206,0.970001522198521,0.970001522198521,"DMTN/FGFR3/GPRC5A/PROM2/ERBB2",5
"GO:0046470","phosphatidylcholine metabolic process","2/114","74/18842",0.027027027027027,4.46704599336178,2.33144495112614,0.07399033231805,0.970001522198521,0.970001522198521,"STARD10/SLC44A4",2
